服務地點,倉庫別,客戶名稱,維護時間,行車距離,郵遞區號3碼,郵遞區號,樓層,出租單號,週清1,週清2,緯度,經度,排程總序號,count,zone_id
新竹縣芎林鄉文德路5號-星巴克芎林文德門市,5A-平鎮倉,77939 堅景銓-文德星巴克,8.0,81.78,307,新竹縣芎林鄉,1,RT20250000012074,1.0,,24.776025,121.07545,1680,1,4
新竹縣芎林鄉綠獅一街57號,5A-平鎮倉,76939 英頓營造-綠獅一街,8.0,83.66,307,新竹縣芎林鄉,1,RT202500007476,1.0,,24.78235,121.072945,1680,1,4
新竹縣芎林鄉綠獅三街9巷7號,5A-平鎮倉,77093 寬立堡-綠獅段,8.0,83.89,307,新竹縣芎林鄉,1,RT202500008257,1.0,,24.782748,121.0747,1680,1,4
新竹縣芎林鄉綠獅五街250巷口,5A-平鎮倉,76601 鈞崴建設-?屾,8.0,83.22,307,新竹縣芎林鄉,1,RT202500005876,1.0,,24.782295,121.069473,1680,1,4
新竹縣芎林鄉金獅六街141號旁,5A-平鎮倉,77210 合石建設-金獅六街,8.0,85.87,307,新竹縣芎林鄉,1,RT202500008857,1.0,,24.791269,121.064897,1680,1,4
新竹縣關西鎮北平路488號-健康宅,5A-平鎮倉,66489 匯僑室內-健康宅,32.0,81.4,306,新竹縣關西鎮,1,RT20250000013755,1.0,,24.795502,121.170161,1690,4,9
新竹縣關西鎮東安里6鄰大德街135號旁,5A-平鎮倉,74016 軒程工程-關西大德街,8.0,83.73,306,新竹縣關西鎮,1,RT20250000013708,1.0,,24.787805,121.183273,1690,1,9
新竹縣關西鎮東平里大東坑66-2號,5A-平鎮倉,72881 捷博-美達工業,16.0,91.81,306,新竹縣關西鎮,1,RT20250000010942,1.0,,24.828925,121.167084,1690,2,9
新竹縣關西鎮育賢街128巷5號對面,5A-平鎮倉,69900 寶金建設-大德街,24.0,83.45,306,新竹縣關西鎮,1,RT202500008771,1.0,,24.787889,121.182084,1690,3,9
新竹縣關西鎮育賢街51號對面,5A-平鎮倉,73026 佳群建設-關農段,16.0,84.54,306,新竹縣關西鎮,1,RT202500004854,1.0,,24.792475,121.185552,1690,2,9
新竹縣關西鎮茅子埔18-19號對面,5A-平鎮倉,76331 全泰營造-茅子埔,8.0,79.04,306,新竹縣關西鎮,1,RT202500004583,1.0,,24.804017,121.154181,1690,1,9
桃園市中壢區(大園區)高鐵北路二段208號,5A-平鎮倉,73403 杰運汽車,8.0,29.26,320,桃園市中壢區,1,RT202400007154,1.0,,25.021078,121.223661,1438,1,7
桃園市中壢區(觀音區)忠愛路二段198之215號對面,5A-平鎮倉,70837 煜承營造-諾瓦材料,8.0,32.81,320,桃園市中壢區,1,RT20250000013138,1.0,,25.002894,121.160603,1438,1,13
桃園市中壢區(近大園)春德路107號對面(新光影城對面-右),5A-平鎮倉,76639 鋼鐵仁-同#76640,8.0,27.06,337,桃園市大園區,1,RT202500006152,1.0,,25.019817,121.211308,1440,1,7
桃園市中壢區三民一路158號,5A-平鎮倉,73063 千代營造-?盈花靜院,16.0,59.985,320,桃園市中壢區,1,RT20240000011965,1.0,,24.968445,121.206644,1438,2,7
桃園市中壢區中大路215之7號對面,5A-平鎮倉,74027 鼎巨建設-中央大學,8.0,56.36,320,桃園市中壢區,1,RT202500008890,1.0,,24.968345,121.198014,1438,1,7
桃園市中壢區中大路與中大路1307巷口工地,5A-平鎮倉,76960 六大營造-中壢五權,8.0,56.05,320,桃園市中壢區,1,RT202500007545,1.0,,24.968659,121.200783,1438,1,7
桃園市中壢區中山東路2段328號附近,5A-平鎮倉,76786 建智營造-69KV松樹~普仁線電纜管理工程(第二期),8.0,20.87,320,桃園市中壢區,1,RT202500006906,1.0,,24.949583,121.24148,1438,1,7
桃園市中壢區中山東路一段232號232之2號,5A-平鎮倉,70727 森業營造股份有限公司,16.0,16.965,320,桃園市中壢區,1,RT202500002384,,1.0,24.956664,121.234519,1438,2,7
桃園市中壢區中山東路一段276巷51號旁工地,5A-平鎮倉,77630 名賞工程-中山東路,8.0,14.06,320,桃園市中壢區,1,RT20250000010844,1.0,,24.956128,121.233189,1438,1,7
桃園市中壢區中山東路二段323巷59號,5A-平鎮倉,77398 建智營造-中山東路,8.0,21.39,320,桃園市中壢區,1,RT202500009721,1.0,,24.950658,121.24353,1438,1,7
桃園市中壢區中正路1062巷186號,5A-平鎮倉,74267 晉通營造-三民段748地號,8.0,59.55,320,桃園市中壢區,1,RT20250000010458,1.0,,24.965825,121.206928,1438,1,7
桃園市中壢區中正路455號對面,5A-平鎮倉,72039 定峰工程-中正路,8.0,7.82,320,桃園市中壢區,1,RT202400001055,1.0,,24.956869,121.214094,1438,1,7
桃園市中壢區中正路二段424號,5A-平鎮倉,75804 三石營造-百吉樂活,16.0,37.415,320,桃園市中壢區,1,RT202500009344,1.0,,24.980503,121.191764,1438,2,7
桃園市中壢區中正路二段424號-追加,5A-平鎮倉,75804 三石營造-百吉樂活,8.0,37.46,320,桃園市中壢區,1,RT20250000013380,1.0,,24.980528,121.192472,1438,1,7
桃園市中壢區中福路349巷67弄15號附近,5A-平鎮倉,73569 呈豐營造-環北國中,29.0,44.84,320,桃園市中壢區,1,RT20240000010314,1.0,,24.968914,121.227375,1438,3,7
桃園市中壢區中福路349巷67弄15號附近(工務所),5A-平鎮倉,73569 呈豐營造-環北國中,8.0,44.84,320,桃園市中壢區,1,RT20240000013697,1.0,,24.968478,121.226956,1438,1,7
桃園市中壢區中美路二段84號,5A-平鎮倉,74515 華陽營造-中壢,8.0,53.4,320,桃園市中壢區,1,RT20250000011861,1.0,,24.959869,121.222056,1438,1,7
桃園市中壢區中興路一段116巷121號,5A-平鎮倉,71213 川洋建設-大園,8.0,35.07,320,桃園市中壢區,1,RT20250000012803,1.0,,25.010781,121.244761,1438,1,7
桃園市中壢區中華路1段743巷40號(靠六和汽車),5A-平鎮倉,72186 森業-內壢守衛室,16.0,48.62,320,桃園市中壢區,1,RT202500002385,,1.0,24.967203,121.249411,1438,2,7
桃園市中壢區中華路二段369-1號,5A-平鎮倉,77303 玉逢-泰豐公園,8.0,24.55,320,桃園市中壢區,1,RT202500009228,1.0,,24.961583,121.235239,1438,1,7
桃園市中壢區中華路二段560號旁,5A-平鎮倉,74476 萬鴻營造-中壢,8.0,54.94,320,桃園市中壢區,1,RT20250000013340,1.0,,24.962608,121.23097,1438,1,7
桃園市中壢區中豐北路一段600號,5A-平鎮倉,73080 厚陞建設-中壢,8.0,38.58,320,桃園市中壢區,1,RT202500008620,1.0,,24.978567,121.218825,1438,1,7
桃園市中壢區中豐北路一段685號-A20興南站,5A-平鎮倉,76532 東鐿營造-A20興南站,16.0,36.32,320,桃園市中壢區,1,RT202500005656,1.0,,24.983181,121.217075,1438,2,7
桃園市中壢區中豐北路一段736巷28號,5A-平鎮倉,73080 厚陞建設-中壢,8.0,38.56,320,桃園市中壢區,1,RT202400005922,1.0,,24.978661,121.219023,1438,1,7
桃園市中壢區中豐路160號對面工地,5A-平鎮倉,77391 陳俊廷,8.0,42.0,320,桃園市中壢區,1,RT202500009656,1.0,,24.961883,121.219886,1438,1,7
桃園市中壢區中豐路與興北三路交叉口,5A-平鎮倉,78055 崧耀開發-中豐北路,8.0,36.46,320,桃園市中壢區,1,RT20250000014102,1.0,,24.982806,121.215678,1438,1,7
桃園市中壢區五聖路26巷36號,5A-平鎮倉,69718 大維-啟文段二期,16.0,25.66,320,桃園市中壢區,1,RT20250000012779,1.0,,24.989394,121.19968,1438,2,7
桃園市中壢區健行路&中北路交叉口南側-被扣錢,5A-平鎮倉,62690 大陸工程-C006 標,16.0,16.965,320,桃園市中壢區,1,RT20240000014515,,1.0,24.952144,121.226423,1438,2,7
桃園市中壢區健行路底(後車站前)CM01標-1131231,5A-平鎮倉,69535 大陸工程-CM01標,16.0,16.92,320,桃園市中壢區,1,RT20240000014505,,1.0,24.952842,121.225789,1438,2,7
桃園市中壢區元生二街126號,5A-平鎮倉,70772 聚泰建設-元生二街,56.0,41.31428571,320,桃園市中壢區,1,RT20240000014592,1.0,,24.976473,121.253128,1438,7,7
桃園市中壢區元生二街126號-二期,5A-平鎮倉,78069 聚泰建設-二期-元生二街,16.0,40.98,320,桃園市中壢區,1,RT20250000012750,1.0,,24.977025,121.252875,1438,2,7
桃園市中壢區內厝十一路工地,5A-平鎮倉,77495 首善營造-銜接#70111 達笙建設,16.0,30.57,320,桃園市中壢區,1,RT20250000010108,1.0,,24.991116,121.173064,1438,2,7
桃園市中壢區八德路20號,5A-平鎮倉,75624 新豪營造-中壢,8.0,54.38,320,桃園市中壢區,1,RT20250000013915,1.0,,24.959653,121.22995,1438,1,7
桃園市中壢區公園路二段206號旁,5A-平鎮倉,70368 眾信營造-中壢,8.0,20.64,320,桃園市中壢區,1,RT20250000012784,1.0,,25.008522,121.204922,1438,1,7
桃園市中壢區功學路109號對面,5A-平鎮倉,76437 鴻秉建設-榮南段,8.0,68.75,320,桃園市中壢區,1,RT20250000011992,1.0,,24.953933,121.2563,1438,1,7
桃園市中壢區南園二路1號,5A-平鎮倉,77951 旭誼工程股份有限公司,32.0,26.91,320,桃園市中壢區,1,RT20250000013422,1.0,,24.971614,121.239016,1438,4,7
桃園市中壢區合圳北路二段160巷20弄11號,5A-平鎮倉,74085 林日新,16.0,36.7,320,桃園市中壢區,1,RT202500009449,1.0,,24.999211,121.246936,1438,2,7
桃園市中壢區合江二路7號,5A-平鎮倉,75350 長友營造-中壢合江二路7號,16.0,38.53,320,桃園市中壢區,1,RT2025000296,1.0,,24.985472,121.244336,1438,2,7
桃園市中壢區吉林路66-8號對面,5A-平鎮倉,52951 集來環保中工地磅,8.0,39.74,320,桃園市中壢區,1,RT202500008863,1.0,,24.979506,121.246269,1438,1,7
桃園市中壢區吉長街53號旁,5A-平鎮倉,75662 泰貿豐-林口,8.0,15.69,320,桃園市中壢區,1,RT202500001681,1.0,,24.946733,121.23112,1438,1,7
桃園市中壢區啟文路2段250巷,5A-平鎮倉,75848 鑫建豪營-富甲三林,8.0,26.93,320,桃園市中壢區,1,RT202500002492,1.0,,24.9823,121.198977,1438,1,7
桃園市中壢區國泰街141號對面工地,5A-平鎮倉,76713 富鏵建設-國泰街,8.0,20.28,320,桃園市中壢區,1,RT202500006571,1.0,,24.949977,121.237161,1438,1,7
桃園市中壢區圓光路一段582巷38號-龍天宮,5A-平鎮倉,74313 龍天宮,8.0,20.31,320,桃園市中壢區,1,RT20250000010976,1.0,,25.001778,121.182914,1438,1,7
桃園市中壢區圓光路二段283巷,5A-平鎮倉,71849 豐和邦-青城之愛三期,48.0,16.854,320,桃園市中壢區,1,RT20230000015722,1.0,,25.006478,121.176025,1438,5,7
桃園市中壢區培英路100號旁,5A-平鎮倉,71025 恩興營造-中壢,8.0,46.4,320,桃園市中壢區,1,RT20250000010936,1.0,,24.973581,121.224786,1438,1,7
桃園市中壢區培英路102、104號,5A-平鎮倉,76427 羅傑土木-培英路,8.0,46.38,320,桃園市中壢區,1,RT202500005205,1.0,,24.973406,121.224728,1438,1,7
桃園市中壢區培英路437號,5A-平鎮倉,63412 復興-頤親園,24.0,47.22,320,桃園市中壢區,1,RT20250000011963,1.0,,24.978436,121.228339,1438,3,7
桃園市中壢區大勇路68號旁工地(華泰三期附近工地),5A-平鎮倉,62888 日富營造-青園國小,32.0,30.31,320,桃園市中壢區,1,RT20240000010168,1.0,,25.018909,121.2195,1438,4,7
桃園市中壢區大成路一段17號,5A-平鎮倉,70172 浩世建築-中壢,8.0,29.7,320,桃園市中壢區,1,RT20250000012780,1.0,,25.018306,121.22307,1438,1,7
桃園市中壢區山錦路96號對面工地,5A-平鎮倉,74339 盛鑫營造-劉邦禎,8.0,21.56,320,桃園市中壢區,1,RT20250000012153,1.0,,24.99535,121.17715,1438,1,7
桃園市中壢區崇德二路43號旁,5A-平鎮倉,76044 廣川建設-廣川市,8.0,23.47,320,桃園市中壢區,1,RT202500003223,1.0,,24.995916,121.19405,1438,1,7
桃園市中壢區崇德二路43號旁-追加,5A-平鎮倉,76044 廣川建設-廣川市,8.0,23.31,320,桃園市中壢區,1,RT20250000013478,1.0,,24.996494,121.193391,1438,1,7
桃園市中壢區廣明路128號旁停車場-廣明停車場,5A-平鎮倉,53576 日月亭-中壢,8.0,7.57,320,桃園市中壢區,1,RT2025000283,1.0,,24.954667,121.214,1438,1,7
桃園市中壢區延平路622號,5A-平鎮倉,60180 遠碩-中壢國小,16.0,10.16,320,桃園市中壢區,1,RT20250000010812,1.0,,24.953847,121.220689,1438,2,7
桃園市中壢區建國路36號(中壢郵局)-4F-電聯定位,5A-平鎮倉,63773 世久-中壢郵局,17.0,11.17,320,桃園市中壢區,4,RT20250000012482,1.0,,24.955194,121.225164,1438,1,7
桃園市中壢區建國路36號(中壢郵局)-6F-電聯定位,5A-平鎮倉,63773 世久-中壢郵局,17.0,11.17,320,桃園市中壢區,6,RT20250000012483,1.0,,24.955194,121.225164,1438,1,7
桃園市中壢區建國路36號(中壢郵局)-電聯定位,5A-平鎮倉,63773 世久-中壢郵局,8.0,11.17,320,桃園市中壢區,1,RT202500005278,1.0,,24.955194,121.225164,1438,1,7
桃園市中壢區後寮一路321巷50號旁,5A-平鎮倉,76145 東騏營造-悠境,8.0,23.64,320,桃園市中壢區,1,RT202500003814,1.0,,24.936469,121.247152,1438,1,7
桃園市中壢區後興路二段525號,5A-平鎮倉,78224 晉煌營造-後興路二段,8.0,16.08,320,桃園市中壢區,1,RT20250000013310,1.0,,24.944666,121.230867,1438,1,7
桃園市中壢區忠仁路33號-中原文創園區,5A-平鎮倉,75332 榮工工程-CJ16標,24.0,35.23,320,桃園市中壢區,1,RT202500002117,1.0,,24.961181,121.241233,1438,3,7
桃園市中壢區忠信路5號,5A-平鎮倉,76156 良記-泰豐自辦市地,16.0,17.25,320,桃園市中壢區,1,RT202500003827,1.0,,24.961453,121.236405,1438,2,7
桃園市中壢區忠孝路66號,5A-平鎮倉,77689 廣三石材-忠孝路,8.0,42.17,320,桃園市中壢區,1,RT20250000011104,1.0,,24.974156,121.256064,1438,1,7
桃園市中壢區成章二街566號-工務所,5A-平鎮倉,77272 源雄建設股份有限公司,8.0,40.6,320,桃園市中壢區,1,RT20250000011172,1.0,,24.978825,121.252,1438,1,7
桃園市中壢區文化路399號-文化公園-附定位圖,5A-平鎮倉,77195 世聯營造-文化公園,8.0,40.25,320,桃園市中壢區,1,RT20250000012727,1.0,,24.980384,121.24985,1438,1,7
桃園市中壢區文德路與高鐵南路二段交叉口-電聯定位,5A-平鎮倉,60294 宏昇營造-中壢,32.0,23.98,320,桃園市中壢區,1,RT20250000013550,1.0,,25.003103,121.206689,1438,4,7
桃園市中壢區文智路181號對面,5A-平鎮倉,76246 東殿-85地號,8.0,24.94,320,桃園市中壢區,1,RT202500004168,1.0,,25.0019,121.209592,1438,1,7
桃園市中壢區新生路53號,5A-平鎮倉,74965 威騰營造-新生路,8.0,53.1,320,桃園市中壢區,1,RT20240000013742,1.0,,24.958739,121.221986,1438,1,7
桃園市中壢區新生路548巷工地大門-帶到中福路5號洗車台,5A-平鎮倉,67131 開源營造-機場捷運A21區段工程,8.0,44.5,320,桃園市中壢區,1,RT202500005085,1.0,,24.969303,121.229561,1438,1,7
桃園市中壢區新生路548巷工地大門-帶到中福路舊停車場,5A-平鎮倉,67130 開源營造-機場捷運A21區段工程,8.0,45.42,320,桃園市中壢區,1,RT202500005084,1.0,,24.971409,121.231461,1438,1,7
桃園市中壢區新生路552號巷口附近-電聯定位,5A-平鎮倉,66144 開源營造-機場捷運A21區段工程,8.0,37.31,320,桃園市中壢區,1,RT202500005082,1.0,,24.970556,121.216945,1438,1,7
桃園市中壢區新生路二段233巷24號,5A-平鎮倉,77056 睿騏營造有限公司,8.0,38.24,320,桃園市中壢區,1,RT202500007978,1.0,,24.980203,121.220686,1438,1,7
桃園市中壢區新生路二段233巷26-1號,5A-平鎮倉,76670 興億營造-A20,8.0,38.4,320,桃園市中壢區,1,RT202500006312,1.0,,24.9792,121.220398,1438,1,7
桃園市中壢區新生路二段273號,5A-平鎮倉,76162 將泰營造-中壢,16.0,39.23,320,桃園市中壢區,1,RT202500007059,1.0,,24.981253,121.222709,1438,2,7
桃園市中壢區新生路二段323號旁,5A-平鎮倉,73543 睿騏營造-黃國華,8.0,37.72,320,桃園市中壢區,1,RT20250000010783,1.0,,24.98307,121.222589,1438,1,7
桃園市中壢區新生路四段112號,5A-平鎮倉,74288 嘉崴營造-青埔國小,16.0,21.2,320,桃園市中壢區,1,RT20250000010159,1.0,,25.007067,121.214067,1438,2,7
桃園市中壢區新生路轉興北二路約500公尺,5A-平鎮倉,74669 聖?營造-昭揚大綻,24.0,37.35,320,桃園市中壢區,1,RT20240000012661,1.0,,24.98312,121.220695,1438,3,7
桃園市中壢區新興路123號-後火車站鐵路警察辦公室,5A-平鎮倉,37999 大陸工程-CM01標,16.0,16.96,320,桃園市中壢區,1,RT20240000014495,,1.0,24.952694,121.225389,1438,2,7
桃園市中壢區普忠路&中華路二段交叉口,5A-平鎮倉,77434 晃茂-普忠路,16.0,30.13,320,桃園市中壢區,1,RT202500009885,1.0,,24.965392,121.242211,1438,2,7
桃園市中壢區普忠路211巷186-1號附近,5A-平鎮倉,77134 友新營造股份有限公司,8.0,31.71,320,桃園市中壢區,1,RT202500008560,1.0,,24.962908,121.245883,1438,1,7
桃園市中壢區普忠路230號-原遠東路(內壢火車站附近)守衛室,5A-平鎮倉,69225 森業-內壢守衛室,16.0,47.73,320,桃園市中壢區,1,RT202500002381,,1.0,24.964006,121.245611,1438,2,7
桃園市中壢區普忠路737號,5A-平鎮倉,77631 廣安營造-普忠路,8.0,30.16,320,桃園市中壢區,1,RT20250000010845,1.0,,24.951769,121.253106,1438,1,7
桃園市中壢區月山路240號旁,5A-平鎮倉,65721 家岳-中壢,32.0,17.53,320,桃園市中壢區,1,RT20250000010971,1.0,,25.008294,121.179925,1438,4,7
桃園市中壢區月眉路三段101號旁,5A-平鎮倉,74338 新藯營造-中壢,8.0,18.37,320,桃園市中壢區,1,RT20250000010248,1.0,,25.012692,121.184052,1438,1,7
桃園市中壢區月眉路二段318巷,5A-平鎮倉,78149 豐和邦建設-月眉路二段,8.0,19.01,320,桃園市中壢區,1,RT20250000013012,1.0,,25.008,121.185861,1438,1,7
桃園市中壢區東園路3號-台達電一廠,5A-平鎮倉,72093 麗明-台達一廠,32.0,26.65,320,桃園市中壢區,1,RT202400006012,1.0,,24.966294,121.23893,1438,4,7
桃園市中壢區東芝路123巷32號,5A-平鎮倉,77196 鴻聖營造-中壢區,16.0,22.49,320,桃園市中壢區,1,RT202500009058,1.0,,24.998239,121.211083,1438,2,7
桃園市中壢區松仁路229號,5A-平鎮倉,75098 大載建設-雙嶺1364,48.0,46.8,320,桃園市中壢區,6,RT20240000014301,1.0,,24.962489,121.166614,1438,2,0
桃園市中壢區松仁路跟高鐵南路交叉口,5A-平鎮倉,76574 沐榕商行,8.0,47.05,320,桃園市中壢區,1,RT202500005802,1.0,,24.963461,121.165531,1438,1,0
桃園市中壢區松信路192號-追加,5A-平鎮倉,55420 金煌-中壢,8.0,46.81,320,桃園市中壢區,1,RT20250000011058,1.0,,24.962378,121.166583,1438,1,0
桃園市中壢區松信路192號附近-電聯帶定位,5A-平鎮倉,55420 金煌-中壢,8.0,46.95,320,桃園市中壢區,1,RT202500009517,1.0,,24.963056,121.166083,1438,1,0
桃園市中壢區松義三街11號,5A-平鎮倉,77771 鼎運營造工程-松義三街,8.0,44.78,320,桃園市中壢區,1,RT20250000011362,1.0,,24.959111,121.169409,1438,1,0
桃園市中壢區桂林街5號旁-健行大學旁,5A-平鎮倉,75324 東陞鼎營造-桂林街,8.0,15.26,320,桃園市中壢區,1,RT2025000145,1.0,,24.949086,121.231128,1438,1,7
桃園市中壢區榮民南路70號對面,5A-平鎮倉,76769 連江有限公司,8.0,68.29,320,桃園市中壢區,1,RT202500006870,1.0,,24.955683,121.258411,1438,1,7
桃園市中壢區榮民南路800號-士校生態埤塘公園-自行定位-附圖,5A-平鎮倉,76893 金世營造-埤塘公園,32.0,50.055,320,桃園市中壢區,1,RT20250000013176,,1.0,24.940797,121.259133,1438,4,7
桃園市中壢區榮民路285巷13號,5A-平鎮倉,77485 高上營造-榮民路,8.0,36.24,320,桃園市中壢區,1,RT20250000010083,1.0,,24.963978,121.261758,1438,1,7
桃園市中壢區正光街177號旁大華工地,5A-平鎮倉,77575 華鑑營造股份有限公司,16.0,58.48,320,桃園市中壢區,1,RT20250000011113,1.0,,24.960531,121.204692,1438,2,7
桃園市中壢區民族路196號-國鼎鵝肉(宋俊宏婦產科對面),5A-平鎮倉,76352 陳柏升-國鼎鵝肉,8.0,8.34,320,桃園市中壢區,1,RT202500004793,1.0,,24.956272,121.210347,1438,1,7
桃園市中壢區民族路五段168號,5A-平鎮倉,75456 梁祐嘉,24.0,45.29,320,桃園市中壢區,1,RT2025000801,1.0,,24.958706,121.173523,1438,1,0
桃園市中壢區民權路四段535號旁,5A-平鎮倉,76566 豫德營造-民權路,8.0,21.66,320,桃園市中壢區,1,RT202500005776,1.0,,25.010358,121.202456,1438,1,7
桃園市中壢區民權路２段125號,5A-平鎮倉,67754 佳全有限公司,16.0,51.34,320,桃園市中壢區,1,RT20250000013732,1.0,,24.967848,121.215311,1438,2,7
桃園市中壢區永明街66號,5A-平鎮倉,74347 漢曜建設-中壢,8.0,22.58,320,桃園市中壢區,1,RT20240000010993,1.0,,25.0108,121.201864,1438,1,7
桃園市中壢區永樂路35巷18號對面-CJ18,5A-平鎮倉,71325 世久營造-CJ18標,8.0,10.56,320,桃園市中壢區,1,RT20230000013904,1.0,,24.952531,121.223434,1438,1,7
桃園市中壢區永清街  靠近新生路二段48號7-11後面那條路,5A-平鎮倉,78114 宜佳營造-中壢永清街,8.0,39.82,320,桃園市中壢區,1,RT20250000012907,1.0,,24.97767,121.223928,1438,1,7
桃園市中壢區永福路1043號隔壁,5A-平鎮倉,72721 泰貿豐營造-永福路,8.0,61.21,320,桃園市中壢區,1,RT20250000012822,1.0,,24.964981,121.252317,1438,1,7
桃園市中壢區永福路1200號附近工地,5A-平鎮倉,70234 森業-中北路,16.0,49.11,320,桃園市中壢區,1,RT202500002383,,1.0,24.968248,121.250925,1438,2,7
